GameID,Season,Week,Team,Location,Winner,Win,Dorsal,PlayerID,Name,Min,Seconds,Game_Poss,PTS,VAL,T2_M,T2_A,T3_M,T3_A,FT_M,FT_A,Reb_O,Reb_D,Reb_T,AST,STL,TO,BLK,PF,PF_R,+/-,+/-_40,GmSc,TS%,eFG%,USG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,PPM,PP2P,PP3P,PPFG,PPPOS,Sh%_2P,Sh%_3P,Sh%_FG
105312,2025,Cuartos de Final,VBC,HOME,VBC,1,24,30000032,M. Costello,06:31,391,79.4,0,-2,0,0,0,2,0,0,1,1,2,0,0,1,1,2,0,-3,-18.4,-1.5,0.0,0.0,19.8,100.0,0.0,15.0,14.3,14.6,0.0,0.0,14.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,36.1,17.5
105312,2025,Cuartos de Final,JOV,AWAY,VBC,0,1,30000095,Y. Kraag,30:44,1844,79.4,13,12,3,6,2,6,1,1,2,2,4,1,2,0,1,3,2,-9,-11.7,10.8,52.3,50.0,17.4,50.0,8.3,6.1,6.3,6.2,6.7,3.3,3.6,0.0,0.42,1.0,1.0,1.0,1.05,17.7,25.2,20.8
105312,2025,Cuartos de Final,JOV,AWAY,VBC,0,9,20201871,R. Rubio,27:23,1643,79.4,11,16,2,8,0,4,7,7,1,7,8,8,1,2,0,3,5,1,1.5,9.6,36.5,16.7,26.8,33.3,58.3,3.4,24.9,13.9,50.6,1.8,0.0,11.7,0.4,0.5,0.0,0.33,0.64,26.6,18.8,23.4
105312,2025,Cuartos de Final,JOV,AWAY,VBC,0,23,30002869,M. Ruzic,09:44,584,79.4,2,2,1,2,0,0,0,0,1,2,3,0,1,0,0,3,0,-4,-16.4,2.1,50.0,50.0,8.8,0.0,0.0,9.6,20.0,14.7,0.0,5.2,0.0,0.0,0.21,1.0,0.0,1.0,1.0,18.7,0.0,11.0
105312,2025,Cuartos de Final,JOV,AWAY,VBC,0,24,30003415,C. Hunt,31:28,1888,79.4,26,25,5,8,3,7,7,8,0,4,4,3,1,2,0,2,5,-7,-8.9,19.8,70.2,63.3,28.0,46.7,53.3,0.0,12.4,6.1,24.1,1.6,0.0,9.7,0.83,1.25,1.29,1.27,1.27,23.1,28.7,25.4
105312,2025,Cuartos de Final,JOV,AWAY,VBC,0,35,20212423,S. Birgander,20:16,1216,79.4,2,9,1,4,0,0,0,0,5,4,9,1,0,0,2,2,0,-2,-3.9,5.6,25.0,25.0,8.5,0.0,0.0,22.9,19.3,21.1,8.2,0.0,11.0,0.0,0.1,0.5,0.0,0.5,0.5,17.9,0.0,10.5
105312,2025,Cuartos de Final,JOV,AWAY,VBC,0,0,30003922,H. Drell,08:15,495,79.4,0,-6,0,2,0,3,0,0,1,0,1,0,0,0,0,1,0,1,4.8,-3.2,0.0,0.0,26.1,60.0,0.0,11.3,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,46.9,32.3
105312,2025,Cuartos de Final,JOV,AWAY,VBC,0,12,20210498,L. Hakanson,18:21,1101,79.4,6,0,0,0,2,5,0,0,0,0,0,1,0,1,0,4,1,-2,-4.4,1.4,60.0,60.0,14.1,100.0,0.0,0.0,0.0,0.0,10.1,0.0,0.0,16.7,0.33,0.0,1.2,1.2,1.0,0.0,35.2,14.5
105312,2025,Cuartos de Final,JOV,AWAY,VBC,0,16,20204158,G. Vives,10:23,623,79.4,3,2,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,-13,-50.1,2.0,150.0,150.0,8.3,100.0,0.0,9.0,0.0,4.6,0.0,0.0,0.0,50.0,0.29,0.0,3.0,3.0,1.5,0.0,12.4,5.1
105312,2025,Cuartos de Final,JOV,AWAY,VBC,0,21,20212073,M. Allen,00:00,0,79.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105312,2025,Cuartos de Final,JOV,AWAY,VBC,0,34,30001494,D. Niebla,01:15,75,79.4,0,-1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,32.0,-0.7,0.0,0.0,68.8,0.0,0.0,0.0,0.0,0.0,0.0,40.3,0.0,50.0,0.0,0.0,0.0,0.0,0.0,72.7,0.0,42.7
105312,2025,Cuartos de Final,JOV,AWAY,VBC,0,44,20202172,A. Tomic,21:09,1269,79.4,10,14,3,10,0,0,4,7,2,5,7,1,1,0,0,2,7,-6,-11.3,6.8,38.2,30.0,26.6,0.0,70.0,8.8,23.1,15.8,9.3,2.4,0.0,0.0,0.47,0.6,0.0,0.6,0.76,43.0,0.0,25.2
105312,2025,Cuartos de Final,JOV,AWAY,VBC,0,88,20209836,A. Hanga,21:02,1262,79.4,11,9,0,3,3,5,2,2,0,3,3,1,1,0,1,4,1,-15,-28.5,8.3,61.9,56.2,18.2,62.5,25.0,0.0,13.9,6.8,9.4,2.4,5.3,0.0,0.52,0.0,1.8,1.12,1.24,13.0,30.7,20.3
105313,2025,Cuartos de Final,RMB,HOME,RMB,1,7,20211331,F. Campazzo,16:27,987,75.9,7,13,2,2,0,1,3,3,0,1,1,2,3,1,0,1,3,23,55.9,9.0,81.0,66.7,16.1,33.3,100.0,0.0,5.9,3.6,16.1,9.6,0.0,18.8,0.43,2.0,0.0,1.33,1.32,13.9,9.4,12.0
105313,2025,Cuartos de Final,RMB,HOME,RMB,1,11,20210501,M. Hezonja,20:23,1223,75.9,12,3,3,6,2,8,0,0,0,1,1,1,0,2,0,2,2,18,35.3,2.4,42.9,42.9,39.2,57.1,0.0,0.0,4.8,2.9,7.8,0.0,0.0,12.5,0.59,1.0,0.75,0.86,0.75,33.6,60.4,45.0
105313,2025,Cuartos de Final,RMB,HOME,RMB,1,14,20212952,G. Deck,18:57,1137,75.9,8,19,4,5,0,0,0,0,1,4,5,1,2,0,2,1,3,22,46.4,11.7,80.0,80.0,13.2,0.0,0.0,8.1,20.6,15.8,7.9,5.6,13.2,0.0,0.42,1.6,0.0,1.6,1.6,30.2,0.0,17.3
105313,2025,Cuartos de Final,RMB,HOME,RMB,1,22,20209407,W. Tavares,17:07,1027,75.9,9,16,2,3,0,0,5,6,2,1,3,2,0,0,2,1,3,18,42.1,11.4,79.8,66.7,16.5,0.0,200.0,18.0,5.7,10.5,15.4,0.0,14.6,0.0,0.53,1.33,0.0,1.33,1.6,20.0,0.0,11.5
105313,2025,Cuartos de Final,RMB,HOME,RMB,1,23,20201774,S. Llull,14:43,883,75.9,7,9,2,2,1,5,0,0,0,5,5,1,1,0,0,1,0,21,57.1,6.1,50.0,50.0,23.7,71.4,0.0,0.0,33.1,20.3,10.1,3.6,0.0,0.0,0.48,2.0,0.6,1.0,1.0,15.5,52.3,31.2
105313,2025,Cuartos de Final,RMB,HOME,RMB,1,0,30004061,T. Lyles,18:12,1092,75.9,16,23,3,4,3,4,1,1,0,6,6,1,1,1,0,2,4,12,26.4,14.5,94.8,93.8,25.9,50.0,12.5,0.0,32.2,19.7,10.1,2.9,0.0,10.6,0.88,1.5,2.25,1.88,1.69,25.1,33.8,28.8
105313,2025,Cuartos de Final,RMB,HOME,RMB,1,1,30002716,D. Kramer,09:50,590,75.9,0,1,0,0,0,1,0,0,1,2,3,0,0,0,0,2,1,1,4.1,-0.2,0.0,0.0,5.1,100.0,0.0,15.6,19.8,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,6.7
105313,2025,Cuartos de Final,RMB,HOME,RMB,1,6,20210088,A. Abalde,19:37,1177,75.9,12,9,1,3,3,4,1,2,0,0,0,1,0,0,0,1,1,12,24.5,8.6,76.1,78.6,20.1,57.1,28.6,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.61,0.67,2.25,1.57,1.52,17.5,31.4,23.4
105313,2025,Cuartos de Final,RMB,HOME,RMB,1,12,30003979,T. Maledon,20:27,1227,75.9,13,21,3,4,0,1,7,7,0,3,3,4,0,0,0,1,4,0,0.0,14.0,80.4,60.0,19.7,20.0,140.0,0.0,14.3,8.8,26.9,0.0,0.0,0.0,0.64,1.5,0.0,1.2,1.61,22.4,7.5,16.0
105313,2025,Cuartos de Final,RMB,HOME,RMB,1,16,20212174,U. Garuba,16:14,974,75.9,7,9,3,3,0,0,1,2,0,4,4,0,0,2,1,1,1,2,4.9,5.2,90.2,100.0,18.1,0.0,66.7,0.0,24.0,14.7,0.0,0.0,7.7,34.0,0.43,2.0,0.0,2.0,1.19,21.1,0.0,12.1
105313,2025,Cuartos de Final,RMB,HOME,RMB,1,24,30001114,A. Feliz,15:54,954,75.9,9,13,2,2,1,2,2,2,0,5,5,4,0,2,0,3,1,16,40.3,8.5,92.2,87.5,21.6,50.0,50.0,0.0,30.7,18.8,36.7,0.0,0.0,29.1,0.57,2.0,1.5,1.75,1.31,14.4,19.4,16.5
105313,2025,Cuartos de Final,RMB,HOME,RMB,1,25,30004910,A. Len,12:09,729,75.9,0,-3,0,1,0,0,0,0,0,1,1,1,0,1,0,3,0,5,16.5,-1.9,0.0,0.0,8.2,0.0,0.0,0.0,8.0,4.9,9.4,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,5.4
105313,2025,Cuartos de Final,UNI,AWAY,RMB,0,2,20212243,O. Balcerowski,25:29,1529,75.9,13,16,4,7,0,1,5,5,3,2,5,4,0,1,0,4,4,-12,-18.8,11.9,63.7,50.0,21.0,12.5,62.5,11.5,12.1,11.7,37.5,0.0,0.0,8.9,0.51,1.14,0.0,1.0,1.16,34.3,4.5,18.7
105313,2025,Cuartos de Final,UNI,AWAY,RMB,0,3,30000954,J. Webb,28:03,1683,75.9,18,17,3,7,4,7,0,0,2,5,7,3,0,0,0,4,1,-14,-20.0,14.4,64.3,64.3,23.8,50.0,0.0,7.0,27.4,14.9,32.9,0.0,0.0,0.0,0.64,0.86,1.71,1.29,1.29,31.2,28.5,29.8
105313,2025,Cuartos de Final,UNI,AWAY,RMB,0,7,20200191,J. Barreiro,19:49,1189,75.9,5,7,1,1,1,5,0,0,1,5,6,1,0,1,0,1,1,-7,-14.1,3.1,41.7,41.7,16.9,83.3,0.0,4.9,38.8,18.1,10.6,0.0,0.0,14.3,0.25,2.0,0.6,0.83,0.71,6.3,28.8,18.1
105313,2025,Cuartos de Final,UNI,AWAY,RMB,0,27,30003966,C. Duarte,22:04,1324,75.9,6,10,1,2,1,1,1,2,0,5,5,2,1,2,0,3,3,-16,-29.0,5.0,77.3,83.3,12.7,33.3,66.7,0.0,34.9,13.5,18.7,2.4,0.0,34.0,0.27,1.0,3.0,1.67,1.02,11.3,5.2,8.1
105313,2025,Cuartos de Final,UNI,AWAY,RMB,0,55,30001977,K. Perry,22:24,1344,75.9,8,8,1,1,2,6,0,0,0,2,2,3,1,2,0,3,3,-9,-16.1,4.8,57.1,57.1,19.2,85.7,0.0,0.0,13.7,5.3,30.4,2.4,0.0,22.2,0.36,2.0,1.0,1.14,0.89,5.6,30.6,18.7
105313,2025,Cuartos de Final,UNI,AWAY,RMB,0,1,30005183,C. Audige,03:24,204,75.9,0,-2,0,0,0,2,0,0,0,0,0,1,0,2,0,0,1,-10,-117.6,-2.7,0.0,0.0,56.2,100.0,0.0,0.0,0.0,0.0,51.2,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,67.2,35.1
105313,2025,Cuartos de Final,UNI,AWAY,RMB,0,4,30001169,T. Kalinoski,17:56,1076,75.9,3,0,0,0,1,3,0,0,0,0,0,1,0,2,0,2,2,-14,-31.2,-0.8,50.0,50.0,13.3,100.0,0.0,0.0,0.0,0.0,10.7,0.0,0.0,40.0,0.17,0.0,1.0,1.0,0.6,0.0,19.1,10.0
105313,2025,Cuartos de Final,UNI,AWAY,RMB,0,9,20209226,A. Díaz,03:30,210,75.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105313,2025,Cuartos de Final,UNI,AWAY,RMB,0,11,30005249,J. Cobbs,14:06,846,75.9,2,-1,0,2,0,0,2,2,0,0,0,0,0,0,0,1,1,-16,-45.4,0.2,34.7,0.0,9.8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.69,17.7,0.0,8.5
105313,2025,Cuartos de Final,UNI,AWAY,RMB,0,14,20202039,N. Djedovic,17:11,1031,75.9,6,2,0,5,2,4,0,0,0,1,1,1,1,0,0,0,1,-13,-30.3,2.5,33.3,33.3,25.0,44.4,0.0,0.0,9.0,3.5,12.7,3.1,0.0,0.0,0.35,0.0,1.5,0.67,0.67,36.4,26.6,31.3
105313,2025,Cuartos de Final,UNI,AWAY,RMB,0,19,20210828,E. Sulejmanovic,13:18,798,75.9,3,-2,0,2,1,4,0,0,1,2,3,0,2,1,0,4,0,-20,-60.2,-0.1,25.0,25.0,25.1,66.7,0.0,7.3,23.1,13.5,0.0,7.9,0.0,14.3,0.23,0.0,0.75,0.5,0.43,18.8,34.4,26.9
105313,2025,Cuartos de Final,UNI,AWAY,RMB,0,21,30005177,A. Rubit,12:46,766,75.9,6,3,1,5,0,2,4,4,1,0,1,1,0,0,0,1,2,-14,-43.9,2.5,34.2,14.3,32.8,28.6,57.1,7.6,0.0,4.7,15.8,0.0,0.0,0.0,0.47,0.4,0.0,0.29,0.68,49.0,17.9,32.7
105314,2025,Cuartos de Final,BKN,HOME,BKN,1,0,30001957,M. Howard,13:17,797,73.2,10,9,2,3,1,1,3,3,0,1,1,1,0,2,0,4,4,0,0.0,5.8,94.0,87.5,27.7,25.0,75.0,0.0,9.7,4.9,13.1,0.0,0.0,27.3,0.75,1.33,3.0,1.75,1.37,23.8,12.5,19.4
105314,2025,Cuartos de Final,BKN,HOME,BKN,1,1,30004014,M. Diakite,23:17,1397,73.2,13,15,3,5,2,3,1,1,2,4,6,1,0,1,1,4,2,22,37.8,10.8,77.0,75.0,20.4,37.5,12.5,11.1,22.2,16.6,7.3,0.0,6.6,10.6,0.56,1.2,2.0,1.5,1.38,22.6,21.5,22.2
105314,2025,Cuartos de Final,BKN,HOME,BKN,1,11,30003408,T. Forrest,31:30,1890,73.2,21,28,6,10,0,2,9,9,1,2,3,3,3,1,0,1,7,15,19.0,20.0,65.8,50.0,27.0,16.7,75.0,4.1,8.2,6.1,15.6,5.2,0.0,5.9,0.67,1.2,0.0,1.0,1.24,33.4,10.6,24.6
105314,2025,Cuartos de Final,BKN,HOME,BKN,1,17,30005184,G. Radzevicius,21:20,1280,73.2,4,15,1,2,0,0,2,2,2,3,5,2,1,0,1,1,4,0,0.0,8.0,69.4,50.0,6.8,0.0,100.0,12.1,18.1,15.1,12.4,2.6,7.2,0.0,0.19,1.0,0.0,1.0,1.39,9.9,0.0,6.0
105314,2025,Cuartos de Final,BKN,HOME,BKN,1,25,30003941,C. Frisch,14:34,874,73.2,2,-4,1,1,0,3,0,2,0,1,1,0,0,0,0,3,1,0,0.0,-2.1,20.5,25.0,16.8,75.0,50.0,0.0,8.9,4.4,0.0,0.0,0.0,0.0,0.14,2.0,0.0,0.5,0.41,7.2,34.3,17.7
105314,2025,Cuartos de Final,BKN,HOME,BKN,1,4,30001243,R. Villar,11:29,689,73.2,0,2,0,1,0,0,0,0,0,1,1,2,1,0,1,2,1,-7,-24.4,1.9,0.0,0.0,4.4,0.0,0.0,0.0,11.2,5.6,21.8,4.8,13.4,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.0,5.6
105314,2025,Cuartos de Final,BKN,HOME,BKN,1,5,30005186,E. Omoruyi,18:38,1118,73.2,8,16,3,4,0,0,2,4,1,2,3,7,1,1,0,1,2,-1,-2.1,11.4,69.4,75.0,18.2,0.0,100.0,6.9,13.8,10.4,58.8,2.9,0.0,14.8,0.43,1.5,0.0,1.5,1.18,22.6,0.0,13.8
105314,2025,Cuartos de Final,BKN,HOME,BKN,1,7,20211797,R. Kurucs,19:26,1166,73.2,14,7,1,2,4,7,0,0,0,1,1,0,0,0,0,4,0,3,6.2,8.4,77.8,77.8,23.2,77.8,0.0,0.0,6.6,3.3,0.0,0.0,0.0,0.0,0.72,1.0,1.71,1.56,1.56,10.8,60.0,29.9
105314,2025,Cuartos de Final,BKN,HOME,BKN,1,9,30003351,Luwawu-Cabarrot,20:31,1231,73.2,14,8,4,7,2,6,0,1,0,5,5,1,0,1,0,4,1,14,27.3,6.5,52.1,53.8,35.3,46.2,7.7,0.0,31.4,15.7,9.6,0.0,0.0,6.9,0.68,1.14,1.0,1.08,0.97,35.9,48.7,40.9
105314,2025,Cuartos de Final,BKN,HOME,BKN,1,10,30000202,M. Spagnolo,21:36,1296,73.2,5,10,1,2,1,1,0,0,0,3,3,2,0,1,0,1,3,-1,-1.9,4.6,83.3,83.3,9.3,33.3,0.0,0.0,17.9,9.0,13.1,0.0,0.0,25.0,0.23,1.0,3.0,1.67,1.25,9.7,7.7,9.0
105314,2025,Cuartos de Final,BKN,HOME,BKN,1,21,30004069,J. Bol,00:17,17,73.2,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,-282.4,-0.7,0.0,0.0,177.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.2,227.7
105314,2025,Cuartos de Final,BKN,HOME,BKN,1,77,30004071,S. Joksimovic,04:05,245,73.2,0,-1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,7,68.6,-1.0,0.0,0.0,24.6,0.0,0.0,31.6,0.0,15.8,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,25.8,0.0,15.8
105314,2025,Cuartos de Final,TEN,AWAY,BKN,0,4,30003999,W. Van Beck,18:05,1085,73.2,8,2,1,3,1,3,3,3,0,1,1,0,1,2,2,5,1,-12,-26.5,3.3,54.6,41.7,25.3,50.0,50.0,0.0,7.1,3.6,0.0,3.0,11.6,21.5,0.44,0.67,1.0,0.83,0.86,25.5,21.4,23.3
105314,2025,Cuartos de Final,TEN,AWAY,BKN,0,6,20212972,B. Fitipaldo,31:53,1913,73.2,14,6,1,5,4,9,0,1,0,2,2,5,1,3,0,3,1,-5,-6.3,6.7,48.5,50.0,26.8,64.3,7.1,0.0,8.1,4.0,42.6,1.7,0.0,17.2,0.44,0.4,1.33,1.0,0.8,24.1,36.4,30.8
105314,2025,Cuartos de Final,TEN,AWAY,BKN,0,19,20210659,G. Shermadini,16:53,1013,73.2,8,10,2,4,0,0,4,4,0,3,3,0,0,1,0,1,3,-7,-16.6,5.5,69.4,50.0,19.6,0.0,100.0,0.0,22.9,11.5,0.0,0.0,0.0,14.8,0.47,1.0,0.0,1.0,1.18,36.4,0.0,16.6
105314,2025,Cuartos de Final,TEN,AWAY,BKN,0,31,30000306,R. Giedraitis,20:22,1222,73.2,7,10,0,0,1,2,4,4,0,3,3,0,0,0,0,0,2,-7,-13.7,6.9,93.1,75.0,9.0,100.0,200.0,0.0,19.0,9.5,0.0,0.0,0.0,0.0,0.34,0.0,1.5,1.5,1.86,0.0,12.7,6.9
105314,2025,Cuartos de Final,TEN,AWAY,BKN,0,42,20212189,A. Doornekamp,31:01,1861,73.2,7,13,1,2,1,6,2,2,3,6,9,1,2,0,0,4,4,-4,-5.2,7.2,39.4,31.2,14.0,75.0,25.0,12.5,25.0,18.7,7.0,3.5,0.0,0.0,0.23,1.0,0.5,0.62,0.79,9.9,25.0,18.1
105314,2025,Cuartos de Final,TEN,AWAY,BKN,0,3,20204124,J. Fernández,19:33,1173,73.2,10,6,1,4,1,5,5,6,0,4,4,1,1,2,0,4,5,-5,-10.2,3.4,43.0,27.8,34.2,55.6,66.7,0.0,26.4,13.2,12.1,2.8,0.0,14.7,0.51,0.5,0.6,0.56,0.73,31.5,33.0,32.3
105314,2025,Cuartos de Final,TEN,AWAY,BKN,0,11,30001166,T. Scrubb,20:28,1228,73.2,14,14,1,3,2,5,6,7,3,0,3,0,0,0,0,1,4,-4,-7.8,10.9,63.2,50.0,26.5,62.5,87.5,18.9,0.0,9.5,0.0,0.0,0.0,0.0,0.68,0.67,1.2,1.0,1.26,22.6,31.5,27.4
105314,2025,Cuartos de Final,TEN,AWAY,BKN,0,15,20203882,J. Sastre,09:39,579,73.2,2,0,1,1,0,0,0,0,0,1,1,0,0,1,0,2,0,3,12.4,0.2,100.0,100.0,10.2,0.0,0.0,0.0,13.4,6.7,0.0,0.0,0.0,50.0,0.21,2.0,0.0,2.0,1.0,15.9,0.0,7.3
105314,2025,Cuartos de Final,TEN,AWAY,BKN,0,16,30002042,D. Bordón,00:00,0,73.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105314,2025,Cuartos de Final,TEN,AWAY,BKN,0,21,20211625,T. Abromaitis,20:34,1234,73.2,7,10,0,1,1,1,4,4,1,3,4,1,0,1,0,3,3,-9,-17.5,6.1,93.1,75.0,11.3,50.0,200.0,6.3,18.8,12.5,10.2,0.0,0.0,21.0,0.34,0.0,3.0,1.5,1.47,7.5,6.3,6.8
105314,2025,Cuartos de Final,TEN,AWAY,BKN,0,33,20212488,H. Alderete,01:39,99,73.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105314,2025,Cuartos de Final,TEN,AWAY,BKN,0,35,20209934,F. Guerra,09:53,593,73.2,4,5,2,3,0,0,0,0,1,1,2,2,0,1,0,2,1,0,0.0,3.3,66.7,66.7,19.8,0.0,0.0,13.1,13.1,13.1,62.7,0.0,0.0,25.0,0.4,1.33,0.0,1.33,1.0,46.7,0.0,21.3
105315,2025,Cuartos de Final,BAR,HOME,BAR,1,8,20209919,D. Brizuela,17:39,1059,73.3,2,4,1,3,0,2,0,0,0,1,1,3,3,0,0,2,1,3,6.8,3.5,20.0,20.0,14.4,40.0,0.0,0.0,9.1,4.3,22.1,9.3,0.0,0.0,0.11,0.67,0.0,0.4,0.4,15.8,21.6,17.7
105315,2025,Cuartos de Final,BAR,HOME,BAR,1,19,30000037,Y. Fall,07:53,473,73.3,2,4,1,1,0,0,0,0,1,3,4,0,0,0,0,2,0,-5,-25.4,2.5,100.0,100.0,6.4,0.0,0.0,18.1,60.9,38.3,0.0,0.0,0.0,0.0,0.25,2.0,0.0,2.0,2.0,11.8,0.0,7.9
105315,2025,Cuartos de Final,BAR,HOME,BAR,1,20,20211947,N. Laprovittola,25:46,1546,73.3,14,19,3,5,2,5,2,2,0,3,3,9,1,2,0,2,1,14,21.7,14.4,64.3,60.0,25.4,50.0,20.0,0.0,18.6,8.8,55.4,2.1,0.0,15.5,0.54,1.2,1.2,1.2,1.09,18.1,37.0,24.3
